position,FW
minutes,2557.0
passes_completed,510.0
passes,657.0
dribbles_completed,35.0
dribbles,53.0
passes_completed_short,341.0
passes_short,415.0
passes_completed_medium,131.0
passes_medium,162.0
passes_completed_long,20.0
passes_long,39.0
passes_total_distance,6829.0
passes_free_kicks,3.0
through_balls,2.0
passes_pressure,169.0
passes_switches,6.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,26.0
dispossessed,57.0
goals,15.0
assists,2.0
pens_made,3.0
pens_att,4.0
shots_total,93.0
shots_on_target,38.0
sca,47.0
gca,4.0
xg,15.1
crosses_into_penalty_area,1.0
passes_into_final_third,32.0
passes_into_penalty_area,7.0
progressive_passes,31.0
carry_progressive_distance,1146.0
assisted_shots,17.0
fouled,63.0
pens_won,1.0
tackles,28.0
interceptions,5.0
blocks,12.0
tackles_won,17.0
dribble_tackles,6.0
dribbles_vs,30.0
pressures,545.0
pressure_regains,127.0
clearances,21.0
errors,0.0
aerials_won,62.0
aerials_lost,77.0
ball_recoveries,112.0
pens_conceded,1.0
fouls,70.0
cards_yellow_red,0.0
