position,DM
minutes,53.0
passes_completed,11.0
passes,14.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,5.0
passes_short,6.0
passes_completed_medium,3.0
passes_medium,4.0
passes_completed_long,2.0
passes_long,3.0
passes_total_distance,216.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,0.0
passes_switches,0.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,0.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,0.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,0.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,7.0
assisted_shots,0.0
fouled,0.0
pens_won,0.0
tackles,4.0
interceptions,3.0
blocks,0.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,2.0
pressures,10.0
pressure_regains,4.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,2.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
