position,GK
minutes,1986.0
passes_completed,518.0
passes,714.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,79.0
passes_short,80.0
passes_completed_medium,234.0
passes_medium,241.0
passes_completed_long,203.0
passes_long,391.0
passes_total_distance,15739.0
passes_free_kicks,65.0
through_balls,0.0
passes_pressure,70.0
passes_switches,22.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,1.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,1.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,1011.0
assisted_shots,0.0
fouled,4.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,2.0
pressure_regains,0.0
clearances,0.0
errors,3.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,121.0
pens_conceded,1.0
fouls,2.0
cards_yellow_red,0.0
