position,FW
minutes,-1.0261
passes_completed,-0.8465
passes,-0.8869
dribbles_completed,-0.6858
dribbles,-0.6655
passes_completed_short,-0.8194
passes_short,-0.8374
passes_completed_medium,-0.792
passes_medium,-0.8259
passes_completed_long,-0.7346
passes_long,-0.741
passes_total_distance,-0.828
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.9146
passes_switches,-0.7259
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.797
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.7025
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7349
passes_into_penalty_area,-0.6507
progressive_passes,-0.7547
carry_progressive_distance,-0.8505
assisted_shots,-0.6472
fouled,-0.7961
pens_won,-0.3681
tackles,-0.7947
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.7782
dribble_tackles,-0.6943
dribbles_vs,-0.7725
pressures,-0.8505
pressure_regains,-0.8457
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6587
aerials_lost,-0.7195
ball_recoveries,-0.9112
pens_conceded,-0.4889
fouls,-0.8646
cards_yellow_red,-0.3235
