position,CM,RB
minutes,90
passes_completed,25
passes,34
dribbles_completed,0
dribbles,0
passes_completed_short,11
passes_short,14
passes_completed_medium,8
passes_medium,8
passes_completed_long,5
passes_long,11
passes_total_distance,483
passes_free_kicks,0
through_balls,0
passes_pressure,11
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,5
passes_into_penalty_area,1
progressive_passes,3
carry_progressive_distance,81
assisted_shots,1
fouled,0
pens_won,0
tackles,1
interceptions,4
blocks,5
tackles_won,0
dribble_tackles,1
dribbles_vs,1
pressures,31
pressure_regains,6
clearances,2
errors,0
aerials_won,2
aerials_lost,1
ball_recoveries,10
pens_conceded,0
fouls,0
cards_yellow_red,0
