position,AM
minutes,64
passes_completed,21
passes,24
dribbles_completed,0
dribbles,1
passes_completed_short,11
passes_short,13
passes_completed_medium,9
passes_medium,9
passes_completed_long,1
passes_long,2
passes_total_distance,330
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,3
carry_progressive_distance,38
assisted_shots,0
fouled,1
pens_won,0
tackles,2
interceptions,0
blocks,4
tackles_won,2
dribble_tackles,1
dribbles_vs,1
pressures,26
pressure_regains,6
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,4
pens_conceded,0
fouls,2
cards_yellow_red,0
