position,RB
minutes,-1.0134
passes_completed,-0.838
passes,-0.8771
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.8214
passes_short,-0.841
passes_completed_medium,-0.7848
passes_medium,-0.8129
passes_completed_long,-0.7207
passes_long,-0.7216
passes_total_distance,-0.8183
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.919
passes_switches,-0.6894
crosses,-0.5337
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.8219
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.73
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6977
passes_into_penalty_area,-0.6507
progressive_passes,-0.7461
carry_progressive_distance,-0.8175
assisted_shots,-0.6747
fouled,-0.8215
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.7317
blocks,-0.8928
tackles_won,-0.8076
dribble_tackles,-0.7477
dribbles_vs,-0.8107
pressures,-0.8959
pressure_regains,-0.9089
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.8962
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
