position,FW
minutes,-1.0376
passes_completed,-0.8574
passes,-0.9015
dribbles_completed,-0.6354
dribbles,-0.6046
passes_completed_short,-0.838
passes_short,-0.8576
passes_completed_medium,-0.8012
passes_medium,-0.8373
passes_completed_long,-0.7346
passes_long,-0.7438
passes_total_distance,-0.8349
passes_free_kicks,-0.6158
through_balls,-0.2865
passes_pressure,-0.9234
passes_switches,-0.7259
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8531
passes_blocked,-0.797
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6219
shots_on_target,-0.5775
sca,-0.6888
gca,-0.6302
xg,-0.4798
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7349
passes_into_penalty_area,-0.6203
progressive_passes,-0.772
carry_progressive_distance,-0.8489
assisted_shots,-0.6747
fouled,-0.8215
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.7477
dribbles_vs,-0.8297
pressures,-0.898
pressure_regains,-0.9089
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.7402
ball_recoveries,-0.9224
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
