position,FW
minutes,623.0
passes_completed,74.0
passes,132.0
dribbles_completed,16.0
dribbles,21.0
passes_completed_short,38.0
passes_short,66.0
passes_completed_medium,23.0
passes_medium,37.0
passes_completed_long,4.0
passes_long,8.0
passes_total_distance,1085.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,53.0
passes_switches,1.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,9.0
dispossessed,12.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,0.0
sca,12.0
gca,1.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,8.0
carry_progressive_distance,492.0
assisted_shots,5.0
fouled,10.0
pens_won,1.0
tackles,10.0
interceptions,4.0
blocks,1.0
tackles_won,8.0
dribble_tackles,3.0
dribbles_vs,11.0
pressures,181.0
pressure_regains,53.0
clearances,5.0
errors,0.0
aerials_won,27.0
aerials_lost,39.0
ball_recoveries,25.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
