position,WB
minutes,21
passes_completed,15
passes,18
dribbles_completed,0
dribbles,0
passes_completed_short,7
passes_short,7
passes_completed_medium,5
passes_medium,7
passes_completed_long,3
passes_long,4
passes_total_distance,299
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,1
crosses,2
corner_kicks,0
passes_intercepted,2
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,2
gca,0
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,0
passes_into_penalty_area,2
progressive_passes,1
carry_progressive_distance,33
assisted_shots,2
fouled,0
pens_won,0
tackles,0
interceptions,0
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,5
pressure_regains,0
clearances,2
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,2
pens_conceded,0
fouls,1
cards_yellow_red,0
