position,CM
minutes,639.0
passes_completed,296.0
passes,372.0
dribbles_completed,13.0
dribbles,15.0
passes_completed_short,138.0
passes_short,152.0
passes_completed_medium,128.0
passes_medium,155.0
passes_completed_long,23.0
passes_long,43.0
passes_total_distance,4997.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,53.0
passes_switches,1.0
crosses,15.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,19.0
dispossessed,10.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,16.0
gca,3.0
xg,0.1
crosses_into_penalty_area,2.0
passes_into_final_third,17.0
passes_into_penalty_area,3.0
progressive_passes,29.0
carry_progressive_distance,1003.0
assisted_shots,11.0
fouled,6.0
pens_won,0.0
tackles,9.0
interceptions,10.0
blocks,9.0
tackles_won,5.0
dribble_tackles,6.0
dribbles_vs,15.0
pressures,96.0
pressure_regains,25.0
clearances,12.0
errors,0.0
aerials_won,3.0
aerials_lost,4.0
ball_recoveries,67.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
