position,RM
minutes,19
passes_completed,13
passes,16
dribbles_completed,0
dribbles,0
passes_completed_short,9
passes_short,12
passes_completed_medium,2
passes_medium,2
passes_completed_long,1
passes_long,1
passes_total_distance,161
passes_free_kicks,0
through_balls,0
passes_pressure,4
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,25
assisted_shots,0
fouled,0
pens_won,0
tackles,0
interceptions,0
blocks,2
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,5
pressure_regains,1
clearances,0
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,3
pens_conceded,0
fouls,0
cards_yellow_red,0
