position,CB
minutes,3060.0
passes_completed,825.0
passes,1322.0
dribbles_completed,10.0
dribbles,12.0
passes_completed_short,151.0
passes_short,193.0
passes_completed_medium,380.0
passes_medium,509.0
passes_completed_long,284.0
passes_long,583.0
passes_total_distance,22509.0
passes_free_kicks,71.0
through_balls,2.0
passes_pressure,202.0
passes_switches,100.0
crosses,35.0
corner_kicks,0.0
passes_intercepted,15.0
passes_blocked,29.0
dispossessed,7.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,3.0
sca,17.0
gca,2.0
xg,0.8
crosses_into_penalty_area,2.0
passes_into_final_third,94.0
passes_into_penalty_area,11.0
progressive_passes,106.0
carry_progressive_distance,2397.0
assisted_shots,8.0
fouled,16.0
pens_won,0.0
tackles,39.0
interceptions,24.0
blocks,44.0
tackles_won,19.0
dribble_tackles,16.0
dribbles_vs,33.0
pressures,252.0
pressure_regains,96.0
clearances,272.0
errors,1.0
aerials_won,104.0
aerials_lost,53.0
ball_recoveries,390.0
pens_conceded,0.0
fouls,26.0
cards_yellow_red,0.0
