position,FW
minutes,3078.0
passes_completed,455.0
passes,626.0
dribbles_completed,16.0
dribbles,31.0
passes_completed_short,241.0
passes_short,315.0
passes_completed_medium,139.0
passes_medium,196.0
passes_completed_long,65.0
passes_long,94.0
passes_total_distance,7944.0
passes_free_kicks,5.0
through_balls,1.0
passes_pressure,137.0
passes_switches,16.0
crosses,16.0
corner_kicks,0.0
passes_intercepted,13.0
passes_blocked,21.0
dispossessed,38.0
goals,17.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,80.0
shots_on_target,38.0
sca,68.0
gca,12.0
xg,13.299999999999999
crosses_into_penalty_area,3.0
passes_into_final_third,34.0
passes_into_penalty_area,13.0
progressive_passes,34.0
carry_progressive_distance,1880.0
assisted_shots,22.0
fouled,93.0
pens_won,0.0
tackles,5.0
interceptions,4.0
blocks,10.0
tackles_won,3.0
dribble_tackles,2.0
dribbles_vs,17.0
pressures,410.0
pressure_regains,115.0
clearances,28.0
errors,1.0
aerials_won,38.0
aerials_lost,49.0
ball_recoveries,98.0
pens_conceded,0.0
fouls,54.0
cards_yellow_red,0.0
