position,CB
minutes,1017.0
passes_completed,438.0
passes,563.0
dribbles_completed,7.0
dribbles,8.0
passes_completed_short,148.0
passes_short,173.0
passes_completed_medium,185.0
passes_medium,219.0
passes_completed_long,102.0
passes_long,157.0
passes_total_distance,9806.0
passes_free_kicks,15.0
through_balls,2.0
passes_pressure,84.0
passes_switches,23.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,14.0
dispossessed,1.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,17.0
gca,3.0
xg,0.7999999999999999
crosses_into_penalty_area,0.0
passes_into_final_third,54.0
passes_into_penalty_area,8.0
progressive_passes,54.0
carry_progressive_distance,1476.0
assisted_shots,1.0
fouled,8.0
pens_won,0.0
tackles,21.0
interceptions,27.0
blocks,27.0
tackles_won,10.0
dribble_tackles,11.0
dribbles_vs,25.0
pressures,130.0
pressure_regains,45.0
clearances,76.0
errors,2.0
aerials_won,30.0
aerials_lost,20.0
ball_recoveries,183.0
pens_conceded,1.0
fouls,13.0
cards_yellow_red,0.0
