position,RW
minutes,28.0
passes_completed,6.0
passes,9.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,3.0
passes_short,4.0
passes_completed_medium,2.0
passes_medium,4.0
passes_completed_long,0.0
passes_long,0.0
passes_total_distance,72.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,3.0
passes_switches,0.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,1.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,0.0
passes_into_penalty_area,1.0
progressive_passes,2.0
carry_progressive_distance,63.0
assisted_shots,2.0
fouled,0.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,11.0
pressure_regains,2.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,1.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
