position,GK
minutes,3600.0
passes_completed,731.0
passes,1263.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,45.0
passes_short,46.0
passes_completed_medium,182.0
passes_medium,186.0
passes_completed_long,504.0
passes_long,1030.0
passes_total_distance,34241.0
passes_free_kicks,160.0
through_balls,3.0
passes_pressure,115.0
passes_switches,70.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,2.0
dispossessed,0.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,7.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,61.0
passes_into_penalty_area,3.0
progressive_passes,0.0
carry_progressive_distance,2667.0
assisted_shots,3.0
fouled,6.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,3.0
pressures,5.0
pressure_regains,0.0
clearances,1.0
errors,2.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,182.0
pens_conceded,2.0
fouls,3.0
cards_yellow_red,0.0
