position,AM,DM
minutes,180.0
passes_completed,44.0
passes,58.0
dribbles_completed,3.0
dribbles,6.0
passes_completed_short,18.0
passes_short,22.0
passes_completed_medium,21.0
passes_medium,25.0
passes_completed_long,4.0
passes_long,7.0
passes_total_distance,780.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,16.0
passes_switches,1.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,4.0
dispossessed,4.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,3.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,1.0
progressive_passes,4.0
carry_progressive_distance,229.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,6.0
interceptions,4.0
blocks,4.0
tackles_won,3.0
dribble_tackles,3.0
dribbles_vs,6.0
pressures,54.0
pressure_regains,12.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,2.0
ball_recoveries,11.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
