position,CB
minutes,1636.0
passes_completed,576.0
passes,750.0
dribbles_completed,5.0
dribbles,7.0
passes_completed_short,148.0
passes_short,167.0
passes_completed_medium,277.0
passes_medium,303.0
passes_completed_long,147.0
passes_long,263.0
passes_total_distance,14053.0
passes_free_kicks,48.0
through_balls,5.0
passes_pressure,116.0
passes_switches,42.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,12.0
dispossessed,3.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,9.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,35.0
passes_into_penalty_area,5.0
progressive_passes,39.0
carry_progressive_distance,1873.0
assisted_shots,4.0
fouled,3.0
pens_won,0.0
tackles,34.0
interceptions,20.0
blocks,34.0
tackles_won,25.0
dribble_tackles,10.0
dribbles_vs,27.0
pressures,152.0
pressure_regains,61.0
clearances,118.0
errors,0.0
aerials_won,28.0
aerials_lost,25.0
ball_recoveries,179.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
