position,FW
minutes,1829.0
passes_completed,346.0
passes,472.0
dribbles_completed,15.0
dribbles,35.0
passes_completed_short,192.0
passes_short,243.0
passes_completed_medium,117.0
passes_medium,159.0
passes_completed_long,27.0
passes_long,39.0
passes_total_distance,5487.0
passes_free_kicks,4.0
through_balls,1.0
passes_pressure,111.0
passes_switches,12.0
crosses,11.0
corner_kicks,0.0
passes_intercepted,14.0
passes_blocked,19.0
dispossessed,44.0
goals,7.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,40.0
shots_on_target,21.0
sca,33.0
gca,5.0
xg,7.1
crosses_into_penalty_area,4.0
passes_into_final_third,21.0
passes_into_penalty_area,8.0
progressive_passes,22.0
carry_progressive_distance,952.0
assisted_shots,15.0
fouled,41.0
pens_won,1.0
tackles,19.0
interceptions,4.0
blocks,25.0
tackles_won,14.0
dribble_tackles,2.0
dribbles_vs,25.0
pressures,502.0
pressure_regains,94.0
clearances,16.0
errors,0.0
aerials_won,31.0
aerials_lost,72.0
ball_recoveries,88.0
pens_conceded,0.0
fouls,38.0
cards_yellow_red,0.0
